,0304000123
麗絲玩色退色漂粉40g★,0400020242
R&R凝膠圓座45*45,0305160258
舒立效蜂蜜檸檬喉錠24`S/24B,0203000037
傳佳知寶茶壺型辨溫母乳冷凍袋,0303120262
彩軟隱形眼鏡月拋蝶衣金單片裝★,0305160265
牙醫選夜用牙膏-敏感配方100g/24,0306040125
彩軟隱形眼鏡月拋蝶衣棕單片裝★,0305160266
彩拋軟性隱形眼鏡初戀棕10片裝★,0305160263
LACOYA竹炭彈性中統襪L黑,0303120264
彩拋軟性隱形眼鏡初戀灰10片裝★,0305160264
雙週拋棄式軟性隱形眼鏡(6片裝),0305160261
巴西蜂膠牙膏120g/100B,0306040128
彩拋軟性隱形眼鏡初戀黑10片裝★,0305160262
培寶舒適型束腹帶L-XL/條/2B,0303120260
日拋棄式軟性隱形眼鏡20片裝★,0305160260
蘇菲極緻柔感夜用超薄潔翼型28cm,0302090123
蘇菲彈力貼身日用超薄潔翼加長 1,0302090126
銀鶴漢式爽身粉150g/1000+200B,0406060062
溫柔宣言草本抑菌棉(日用超薄)15,0302090128
LACOYA竹炭彈性塑腿襪套L黑,0303120268
LACOYA竹炭彈性塑腿襪套M黑,0303120267
仙楂丸100包入/買10送1(不拆零)/,0203000021
舒妃七萃亮澤染霜5/4黑醋栗50ml,0400020257
舒妃七萃亮澤染霜5/6葡萄酒紅50m,0400020258
化核梅無子1斤/3B,0203000023
舒妃七萃亮澤染霜5/7焦糖亞麻棕5,0400020259
羅漢果枇杷露400g,0203000020
蘇菲極緻柔感日用超薄潔翼型48 /,0302090122
舒妃七萃亮澤染霜5/3栗子棕100ml,0400020250
培寶90抽護膚柔溼巾(補充包3+1)/,0302080046
高露潔抗敏專家牙膏110g-美白,0306040121
舒妃七萃亮澤染霜5/7焦糖亞麻棕1,0400020253
舒妃七萃亮澤染霜6/3摩卡橙100ml,0400020254
舒妃七萃亮澤染霜5/4黑醋栗100ml,0400020251
牙周適牙齦護理牙膏100g/12B,0306040116
因特力淨新一代兒童酵素牙40g★,0306040115
因特力淨新一代酵素牙膏40g★,0306040114
因特力淨新一代酵素牙膏125g★,0306040113
【DC】停-天然蜂膠牙膏120g,0306040110
【DC】停-立迅  多倍乳膠檢診手,0307000107
旅行家六格藥盒,0305160191
暈車穴道貼布2組入/2B,0305160190
善存人蔘加強錠100'S/10+2B,0202050033
狠角色(10粒入)★,0202050038
紅葡萄葉草本複方膠囊80顆/12+1B,0202050037
培寶母乳冷凍袋200ml/50入/2B,0303120249
因特力淨酵素牙膏7g3入★,0306040109
昕泰賜康海狗寶丸80粒,0204040161
樂固特強化牙膏75ml/12B,0306040105
Galvus Tablets 50Mg/50.000 MG,B025306100
朴蜜兒-母乳冷凍袋100ml/30入,0303120213
卡固絆創貼布(機能)(紅)(防水)OK,0304040111
新鮮視可立護液態防水OK?11ml/ /,0304040112
3M克淋濕防水透氣繃(紋身)汽車10,0304040114
【DC】停-化成退熱貼(10小時)/6,0305160187
卡固絆創貼布(柔軟)(綠)OK繃(不,0304040110
【DC】停-滿意寶寶瞬潔乾爽NB72/,0302000040
科云抗創口貼彈性型1.8cm*6.4cm5,0304040116
3M舒適繃卡通(草莓甜心)14片,0304040115
妙而舒頂級呵護紙尿褲(NB)42P/4B,0302000046
科云抗創口貼防水型4cm*6.5cm 3,0304040117
滿意寶寶極緻呵護新生兒36片/8B,0302000048
滿意寶寶溫和純水濕紙巾安心厚,0302080090
王子nepia初生紙尿褲NB84片/4B★,0302000049
日華急救繃3*6.5cm 12入/60B★,0304040102
日華急救繃防水2.5*6.5cm 10入60,0304040103
日華急救繃1.8*6.5cm 4入/100B★,0304040100
日華急救繃1.8*6.5cm 22入/60B★,0304040101
滿意寶寶瞬潔乾爽NB56/4B,0302000050
卡固絆創貼布(彈力)(藍)(彈性)OK,0304040109
旅行家PE透氣繃綜合(1.9*7cm*20,0304040108
旅行家PE透氣繃大片3*7cm23入/,0304040107
旅行家PE透氣繃小片1.9*7cm 35,0304040106
雅膚抗水性OK繃1.9*7.2CM/24,0304040105
日華急救繃防水4*6.5cm 6入/60B,0304040104
利康精華兒茶素,0202070103
試用機福爾巧易測血糖機,0602000265
金好奇護膚乾爽紙尿褲NB64P/3B,0302000037
妙而舒柔點清新乾爽紙尿褲NB/40P,0302000036
幫寶適超薄NB號40片/6B售止~,0302000039
幫寶適特級綿柔NB號36片/8B,0302000038
TANITA體脂體水分計(陸製),0305050023
【DC】休旅魔襪(古典米),0302180268
Oserlo玻璃體脂計FHG-303R,0305050024
大王境外紙尿褲(NB)58片/4B,0302000034
3M免縫膠帶/1546PP/20條,0304030282
培寶輕鬆開PP水壺550ml/2B,0300090098
A.M.D. Tablets/334.000 MG/錠,A003739100
Kitty彈跳杯H722,0300090099
幼兒加長版莫哭杯(藍)/P03218貨,0300090093
1033纖體緊緻凝膠200ml,0404060055
-金頂電池4號6入(4+2),0305150088
單入鋰電池-CR2032,0305150081
彈性舒適OK繃-標準型20片19*72,0207040001
"Ergoton Film Coated Tablets """,NC00140100
敏兒八珍-成長配方羊奶900g/60+,0200060129
69元特價玩具(叮圖球.彩球.工程,0300240050
119元特價玩具(音樂手機)★,0300240051
喜羊羊波浪鼓-星星(黃.粉.藍)/3B,0300240053
優生咬牙固齒器-熊造型 (區)/3B,0300240055
金優兒力壯營養強化羊奶粉900g/1,0200060120
低週波貼片,0305060023
SLIMWALK機能美腿襪-夜睡透氣型(,0303120301
【客訂】卡洛塔妮幼兒(3)羊奶粉9,0200060127
悅健金配方羊奶900G/12B,0200060128
刷樂兒童纖柔牙刷S286(S)/3B,0306000096
SLIMWALK機能美腿襪-內搭褲(M-L),0303120305
美滿寶貝金配方新生代PLUS營養,0200060123
SLIMWALK機能美腿襪-夜睡柔軟型(,0303120302
恐怖者 (跳蚤專用500cc),0307100003
249元特價玩具(水泥車砂石車攪拌,0300240049
499元特價玩具(收銀機.微波爐)★,0300240047
空膠囊1號,0307100001
空膠囊0號,0307100002
First Care隨意剪急救絆(1捲-1m*,0304040159
龍馬薰衣草精油旅行組3入,0404070005
【DC】磁氣絆(10粒入),0305060037
中頻機低週波貼片大4片/包/10B,0305060035
First Care防洗貼布急救絆家庭號,0304040154
中頻機低週波貼片小4片/包,0305060034
First Care防洗貼布急救絆標準型,0304040153
First Care伸縮布急救絆加大型(1,0304040152
First Care伸縮布急救絆中型(16,0304040151
First Care防洗+伸縮急救絆綜包,0304040158
First Care超薄防水急救絆中型(1,0304040156
First Care超薄防水急救絆標準型,0304040155
First Care伸縮布急救絆標準型(2,0304040150
牛豬安 25%(不收退),0307100008
景德必去蝨10ml/36BPICS廠問題缺,0307100007
Q寶寶9號DHA、AA、葉黃素咀嚼錠3,0201000005
Q寶寶3號DHA、AA、葉黃素 400g/6,0201000006
喉舒樂口含碇 20入,0203000002
牛壁逃-s15g(不收退),0307100010
安培無糖養生黑蒜餅乾100g,0205030727
安培無糖丹尼奶酥餅乾100g,0205030728
First Care指頭貼急救絆(10片-45,0304040160
安培無糖杏仁子餅乾100g,0205030726
First Care防洗迷你急救絆綜合包,0304040161
3M雙線細滑牙線棒散裝42入/12+1B,0306010155
3M雙線細滑牙線棒單支包 25入/12,0306010156
皇佳安膚創傷外傷外用劑,0304040162
白蘭氏-傳統雞精(藥局通路)70g/8,0206000028
浴帽#1602 / 12入,0404060016
香生堂潤肺爽喉丸40'S,0203000016
40g沐浴球1入,0404060014
正揚羅漢果川貝枇杷膏386g/20B,0203000010
八仙果(小)/3B,0203000013
黃鴨幼兒整體口腔牙刷,0306000063
Procil Tablets/50.000 MG/錠劑,N007870100
獅王-細絲特磨ss牙間刷*8入/卡,0306010130
LGI南瓜子紅麴餅乾12片/盒,0205030705
LGI高鈣海苔餅乾12片/盒,0205030706
金頂金霸王電池3號4入,0305150093
金頂金霸王電池4號4入,0305150094
培寶乳牙刷/2B,0306000057
Zinga Tablets (Zinc Gluconate,A022960100
金頂金霸王電池4號9入,0305150096
-鞋內芳香除臭貼2片裝/1,0306090049
LGI蔓越莓餅乾12片/盒,0205030707
金頂金霸王電池3號6入,0305150097
遊戲墊-動物園(大)AKS303-16,0300240006
艾5α全效油切蓬鬆組★,0400070010
Utapine F.C. Tablet 100Mg“Un,A049496100
史奴比單支牙線棒 方盒 150支/3B,0306010126
迪士尼-止滑牙線棒80支-維尼,0306010123
迪士尼-止滑牙線棒50支2+1 -維尼,0306010124
爆漿起司威化捲150G/3B,0205030714
3M細滑牙線棒散裝量販包150支/,0306010121
爆漿巧克力威化捲150G/3B,0205030715
爆漿咖啡威化捲150G/3B,0205030716
3M細滑牙線棒單支32支/包,0306010120
歐樂B兒童牙刷2-4歲(米奇),0306000047
歐樂B百靈電池式牙刷D4,0306000049
旅行家防水繃綜合10入,0304030203
旅行家防水繃大7入,0304030202
旅行家防水繃小12入,0304030201
瑞安密可梳外用液,0203010005
德國百妮E+E雙效美白緊緻乳/100m,0401000291
絲倍多40`S,0203010003
日華護腰XXL★,0305120544
日華護腰L★,0305120542
日華護腰XL★,0305120543
歐蕾滋潤保濕乳液 150ml,0401000288
專業運動加強型側條護膝T-24,0305120541
康郁素15g x 36包/盒,0202070082
歐蕾滋潤保濕霜 50g,0401000289
3M荳荳隱形貼新超薄(小荳)30入/3,0304030208
寶齡昇髮密碼養髮液5%60ml,0400010066
美研柔白瞬間清毛乳50g,0405020008
3M荳荳隱形貼新超薄(綜合)18入/3,0304030209
公主纖薄化妝棉,0401100112
杏白蜜蠟除毛貼片,0405020012
新歡除毛乳膏60g,0405020010
FANTASY白色0.5吋透氣膠帶單入/2,0304030214
FANTASY白色1吋透氣膠帶單入/12,0304030213
優若美隱形痘痘貼,0401100115
透氣手背吊帶L/XL 12個/箱 91471,0305120538
愛妥麗敷料120ml/11+1B.20+2B.30,0401000296
雙魚子抗皺保濕霜 30ml(多件),0401000294
BestVite高單位藍藻錠500MG 225',0202070098
德國百妮E+E雙效美白緊緻霜/50ml,0401000292
德國百妮E+E雙效美白微晶凝霜/50,0401000293
FANTASY膚色1吋透氣膠帶單入/12,0304030215
FANTASY膚色0.5吋透氣膠帶單入/2,0304030216
FANTASY白色透氣膠帶大(2入),0304030217
FANTASY白色透氣膠帶小(2入),0304030218
藻寡醣加強配方 60`S/10+6B★(長,0202070091
FANTASY膚色透氣膠帶大(2入),0304030219
落健生髮慕絲5% 60g,0400010079
BAC日本絆創膏50入/12B,0304030225
FANTASY膚色1吋透氣膠帶2入(附,0304030223
FANTASY白色1吋透氣膠帶2入(附,0304030221
FANTASY膚色透氣膠帶小(2入),0304030220
全扣式竹炭腰帶 6stays S/M★,0305120568
,0205130199
膝部反拉加強帶 T-38,0305120562
透氣型硬式護腰 S-12 XL,0305120560
"9""全扣式束腹帶L/XL★",0305120567
"6.5""全扣式竹炭腰帶 4stays  S/M",0305120564
理膚寶水多容安濕潤乳液40ML,0401000265
落健潔淨洗髮精400ml/18B,0400010046
全新(生醫)人工皮OK絆2*7cm/10片,0304030228
全新(生醫)人工皮OK絆3*7cm/6片,0304030229
建樂絲生髮泡沫液minoxidil5%90m,0400010042
雅膚透氣防水薄膜5*7.2CM/6片,0304030234
雅膚透氣防水薄膜10*12.5CM/4片,0304030233
雅膚抗水性貼布捲2.5*500CM,0304030236
雅膚防水薄膜黏性膠帶10*100CM,0304030235
全新(生醫)人工皮OK絆4.5*7cm/5,0304030230
全新(生醫)人工皮(無框)5*20cm/2,0304030232
全新(生醫)人工皮(無框) 5*10cm/,0304030231
透氣型硬式護腰 S-12 L,0305120559
陶瓷顆粒止滑護腰 S-18 S,0305120552
萌髮生髮液5%60ml,0400010059
【P】優髮生毛髮再生液5%/60ml/1,0400010054
CS全新矽膠膠帶(易撕型)2.5*150c,0304030237
CS全新敷料薄膜貼布5cm*5M/72B,0304030238
CS全新矽膠泡棉敷料10*10cm/12B,0304030239
壯兒素體質成長羊奶粉900g/12B 6,0200060105
MQ0607貼立舒防水透氣薄膜6*7cm,0304030242
MQ1012貼舒防水透氣薄膜10*12cm,0304030243
M0607貼立舒防水透氣敷料6*7cm,0304030240
M1012貼立舒防水透氣敷料10*12c,0304030241
C3351優美德親水性標準型敷料(,0304030246
C3353優美德親水性泡棉型敷料(,0304030247
C3350優美德親水性薄型敷料(人,0304030245
-C3353-1優美德親水性泡(人工皮),0304030249
-倍佳高單位魚油脂(EPA3DHA240)1,0202090099
C3350-1優美德親水性薄型敷料(,0304030248
超級好清300mg*60顆,0202090098
倍佳速易健 60粒,0202090096
A+極品深海鮭魚油EPA、DHA60`S/3,0202090094
新安琪兒幼兒成長羊奶900g/12B,0200060107
極品深海鮭魚油EPA、DHA60`S/300,0202090093
-金荷寶3號幼兒成長羊奶2B,0200060113
金力強寶貝羊奶粉900g/12B/箱,0200060114
全新(生醫)人工皮護腳貼4*5cm/4,0304030250
全新(生醫)人工皮護腳貼3x7cm/5,0304030251
BAC通氣紙膠帶(吊卡式)0.5吋-910,0304030254
BAC膚色紙膠帶(吊卡式)0.5吋-910,0304030256
3M膚色膠帶半吋1袋2入附切台/3B,0304030257
3M膚色膠帶1吋1袋2入附切台/3B,0304030258
馬克文生二合一搖馬學步車(桃紅),0300240065
全扣式腰痛保護帶 4stays S/M★,0305120570
【DC】停-海豹油90顆/瓶/200B/10,0202090080
奈米竹炭護指O-01301L,0305120578
奈米竹炭護指O-01301M,0305120577
夏日情懷雙眼線睫毛白膠 8ml★,0403050009
艾瑪絲-育髮全效洗髮精-升級版-3,0400010092
艾瑪絲-角質淨化洗髮精 -升級版-,0400010093
艾瑪絲-青春凍齡洗髮精-升級版-8,0400010090
艾瑪絲-5α高效控油洗髮精升級版,0400010091
3M白色通氣膠帶1吋 2入(售完為,0304030265
舒膚貼痘痘貼特惠組 2入(敏感),0304030262
"3M美容膠帶醫院包R1547 1/2""*4""",0304030263
艾瑪絲-舒敏平衡洗髮精-升級版-8,0400010089
Hello Kitty 芝麻蛋捲禮盒-首選,0206090004
金好嚕學步車CA-19(粉，藍，綠)1,0300240094
艾瑪絲-育髮全效洗髮精 -升級版-,0400010087
艾瑪絲-5α高效控油洗髮精 -升,0400010086
186可麗兒升降機車椅(紅.橘.藍.,0300240098
3M矽膠帶1吋 150cm *1入/盒,0304030270
3M荳痘隱形貼超薄小痘貼分享包(0,0304030271
3M荳痘隱形貼綜痘貼分享包(1.2cm,0304030272
OMRON體脂肪計HBF-362,0305050016
舒膚貼親水性敷料(人工皮)(滅菌),0304030279
289元特價玩具(積木桶),0300240090
299元特價玩具(聲光迴力合金車),0300240092
勁寶膜衣錠(Mega佳維他命30'S,0203100002
150元玩具啾啾鴨,0300240083
諾得膠囊90Cap,0203100003
Aromase育髮全效養髮精華液115ml,0400010098
60元玩具拉線游水鴨,0300240086
新諾濾得膠囊60入/盒,0203100001
艾瑪絲-青春凍齡洗髮精-升級版-3,0400010095
"Methycobal Capsules 500Ug ""Ei",AC29630100
Narcaricin Capsules (Benzbrom,A015195100
艾瑪絲-舒敏平衡洗髮精-升級版-3,0400010094
279元特價玩具(娃娃套裝，遙控車,0300240089
艾瑪絲-草本胺基酸每日健康洗髮,0400010096
Nac活膚泡泡/兩用沐浴精,0406010092
Nac舒眠泡泡/兩用沐浴精,0406010093
愛力寶玫瑰3合 1保險套,0303100128
Nac牛奶燕麥沐浴乳/400ml,0406010094
Nac牛奶燕麥沐浴乳/700ml,0406010095
愛力寶愛接觸超薄保險套,0303100129
杜蕾斯保險套激情裝12入,0303100126
杜蕾斯保險套羽毛裝12入,0303100124
奶粉盒/組,0300060052
shoot保險套(顆粒)/12入★,0303100122
shoot保險套(三合一)/12入★,0303100123
貝喜力克四層奶粉盒+3個上蓋,0300060057
shoot保險套(綜合)/12入★,0303100121
Nac草本泡泡浴露,0406010097
貝喜力克衛生奶粉盒,0300060058
嬌生嬰兒草本舒活沐浴精1000ml,0406010099
可威大電毯-110V,T000000542
岡本OKAMOTO衛生套0.02*6入/3B,0303100117
shoot保險套(螺紋)/12入★,0303100119
杜蕾斯超薄裝保險套(更薄型)5入,0303100114
kitty旋轉奶粉盒CAMH725,0300060041
可威濕熱電毯-小,T000000544
kitty四層奶粉盒CAMK729,0300060040
-信東食鹽水小20㏄/60支,0304180006
3M(1260)防水耳塞1200-2入/3B,0304180003
信東注射用水20ml/60支(蒸餾水),0304180004
美聯水解膠原蛋白/原味,0203080060
金克寧銀養雙效奶粉1.5kg/6B,0200180297
漢敏素水解蛋白養生燕麥奶900g/1,0200180298
克寧全家高鈣2.3kg/6B,0200180292
紅玫瑰膠原凍15g*25入,0203080067
安怡高鈣脫脂奶粉1.5㎏/6B,0200180291
力克舒藥膠布,T000000557
挖土機100*26*41WJ007/4B,0205110754
曼秀雷敦涼舒鼻用吸劑,0302130320
空膠囊2號,0304180015
清爽廚房紙巾60*6捲*8串,0302130321
怡爽抽取180抽*10包/串,0302130322
指險套24入★,0303100101
宜鴻棉球罐+夾子,0304180017
3M痘痘隱形貼 綜合型,0304180018
金健康有機高鐵高鈣植物奶營養 9,0200180288
漂亮家族-可米亞全方衛奶粉1500g,0200180285
博智高鈣燕麥植物奶900g/12B★,0200180280
八仙果80G,0200220555
漂亮家族-可米亞醇穩奶粉800g/12,0200180283
漂亮家族-可米亞糖穩奶粉800g/12,0200180282
漂亮家族-可米亞金精體素奶粉800,0200180281
7018SK 助行器,T000000568
汽車帳篷+100顆球CBH-07/組/2B,0205110763
優生玻璃一般口徑小奶瓶120ml(1+,0300060062
重型機車(護欄+推桿)黑/祡TR-09A,0205110761
美顏故事面膜蘋果多酚 3 /盒,0401020099
小球／網袋裝CCB-03,0205110765
藥用酒精95%(潔菌液)/12B(不拆零,0304180024
艾5α酷涼高效控油洗髮精350ml★,0400010106
旅行家便利切藥器,0304180028
艾5α鳶尾玫瑰高效控油洗髮精 35,0400010105
力強益勝低蛋白配方900g/12B,0200180275
力強新成人養生奶粉900g/12B,0200180274
新高優質高蛋白營養素800g/12B,0200180277
力強新完美女性精華配方900g/12,0200180276
舒潔抽取衛生紙90抽*8+2包/串/8B,0302130317
力強新健固素900g/12B,0200180279
560g硫磺精,0304180020
亞培安素沛力237ml*6入/4B(箱購1,0200180270
石膏鞋 L,T000000572
鐵製輪椅,T000000573
百強新健康人蔘羊養氣配方900g/1,0200180272
三角帳篷+100球(彩盒裝)CBH-01,0205110770
-美強生優兒A+幼兒成長(領先配方,0200020233
-美強生優兒A+幼兒成長(領先配方,0200020234
金可貝可幼兒成長奶粉900g(新配,0200020236
金可貝可幼兒成長奶粉1800g(新,0200020237
亞培舒兒優1-3歲優質成長奶粉850,0200020239
小分子膠原蛋白150 gm/12B,0203080036
味全iwater包裝水560ml/24B,0206060047
壯兒素體質成長奶粉PS添加1.8kg/,0200020223
培寶大容量奶粉盒-四層/2B,0300060004
-桂格MUST幼兒多力新一 成長奶粉,0200020226
艾利舒軟膏100g/條(需客訂),0109000054
唯登-WE-8013,T000000503
唯登-WE-8013,T000000502
新桂格健康成長三益菌1650g/罐/6,0200020228
【DC】孕婦襪A210DEN/L,0303120186
乒乓手套(網狀)透氣白色,0305120407
亞培幼兒恩美力HQP優質成長奶粉9,0200020211
-亞培幼兒恩美力HQP優質.7kg/6B,0200020212
Calcium Carbonate Toblets 500,A033686100
倍佳保纖魔(白腎豆260.仙人掌10/,0202100183
濃縮HCA(享孅完美)(藤黃果400.,0202100182
寒天甲殼膠囊(甲殼400.寒天50.,0202100181
PuruPuru胎盤膠原+膠原果凍(1+1),0203080058
銅耳扒12入,0305160008
第二代膠原胜?軟膠囊90粒(原美宜,0203080059
自然元素纖維錠/10顆/排/30B/盒,0202100180
鑷子18㎝,0305160006
3M耳塞帶線(附盒)/3B,0305160004
【舒拉密】王者的芙蓉-水解膠原,0203080052
PuruPuru膠原HA果凍10條入/60B,0203080057
PuruPuru胎盤膠原果凍10條入/60B,0203080056
FANTASY母乳冷凍袋120cc*20入,0303120197
?采膠原複方2.5g*40包/盒/12+1B,0203080054
FANTASY母乳冷凍袋210cc*20入,0303120198
愛力寶樂加特螺紋型保險套,0303100130
愛力寶樂加特顆粒型保險套,0303100131
-閃電優60`S /300B(限),0202100192
優生大容量四層粉盒/3B,0300060020
優兒力壯成長強護配方奶粉1.5kg/,0200020206
優兒力壯成長強衛配方奶粉1.5kg/,0200020207
孅孅魔力20`S,0202100193
優兒力壯成長奶粉1.6kg/6B,0200020205
雪印強小子new3號成長奶粉/900g/,0200020203
優沛C-60入,T000000530
-美達適每日健康順暢茶100包/盒/,0202100186
加價購-EMC小飛俠腳踏車12吋(藍.,0603030062
好耳朵耳黏棒(成人),0304180076
3M彈力繃大7片/3B,0304020034
好耳朵耳黏棒(嬰兒),0304180070
Alledine F.C. Tablets 60Mg/60,AC57147100
日中三角巾,0305160022
優兒A+幼兒成長奶粉(A+學立方360,0200020271
金力強初乳強健配方1700g,0200180229
金選明治成長奶粉3號900g/8B,0200020275
樂門傷口敷料人工皮5*20cm,0304180089
樂門傷口敷料人工皮10*10cm,0304180088
3M彈力繃-20片/3B,0304020028
3M自黏彈性繃帶4吋(100mm*4.5）/,0304020025
網狀繃帶1號,0304020024
"4吋膚色彈繃4""*5""M*(限)",0304020021
"3吋膚色彈繃3""*5""M*(限)",0304020020
直雙圓剪刀14.5㎝,0305160010
小尖夾,0305160011
亞培心美力成長奶粉3號1700g,0200020268
【DC】妙管家公道先生檸檬地板清,0308060014
美人easy拖把組(一脫一布組合),0308060015
Esidri S.C. Tablets (R)/10.00,A030607100
貝多新生代成長幼兒奶粉900g/12B,0200020261
S-26金幼兒樂成長配方1200g/6B,0200020260
悅健新生代金配方幼兒成長奶粉90,0200020263
美滿寶貝新生代金配方幼兒成長奶,0200020262
Gaster D Tablets 20Mg/20.000,B024185100
明治優質成長奶粉3號900g/12B,0200020264
亞培心美力成長奶粉3號900g,0200020267
日炎5切繃帶(50個入),0304020010
3M裸裝自黏彈性繃帶1寸25㎜*4.5m,0304020011
巨人伸縮繃帶40(原青鳥40紗卷)(4,0304020012
人生潤便通20cc(甘油30%)*2,0304180096
巨人伸縮繃帶60(原青鳥60紗卷)(6,0304020013
人生潤便通10cc(甘油30%)*2,0304180095
巨人伸縮繃帶50(原青鳥50紗卷)(5,0304020014
3吋彈繃12入(限),0304020016
贈品檔-MOOI黃金貂油滋潤沐浴露3,0603030033
4吋彈繃(12個入)(限),0304020017
安德福藥盒(慢性病)49格/1日7格(,0304180099
Bio-Cal Chewable Tablets/300.,A033090100
卷狀尿袋(中),0305160041
貝比卡兒金選AA幼兒成長奶粉900g,0200020257
2吋彈繃(12個入)(限),0304020018
身得壯高抗防護配方850g/12B,0200020254
身得壯成長強化奶粉3號850g/12B,0200020253
新Nature1豐力富1-3y幼兒成長奶,0200020252
敏兒八珍優益菌成長奶粉1.6kg/6,0200020251
新金荷寶3號幼兒成長奶粉1.8㎏(,0200020250
日炎4切繃帶(40個入),0304020006
日炎3切繃帶,0304020004
大豐-麗明眼藥水15ml,0205070011
羊乳片120'S /400B(1箱40)/40T,0205070010
益兒壯成長強化奶粉1600mg/6B(18,0200020247
身得壯3順暢成長奶粉850g/12B,0200020246
新安琪兒super成長奶粉900g/12B(,0200020249
【DC】停-星之冠美容美甲套裝組/,0407030040
益兒壯順暢成長奶粉900mg/12B,0200020248
敏兒八珍-成長奶粉900g/11+1B,0200020243
能恩3號優質幼兒成長奶粉800g/6B,0200020242
身得壯3強化成長奶粉1600g/6B,0200020245
贈品檔-12吋幼兒腳踏車,0603030029
中頻醫療級肌肉刺激劑(,0603040038
桂格MUST幼兒多力新一代成長奶 /,0200020241
亞培經典較優質成長奶1650kG/,0200020240
-豐力富全家人營養奶粉2.4Kg/6B(,0200180267
愛你好藥盒3日份,0304180032
暐世採血針　５０支　,0603030010
桂格完膳均衡營養素900g粉/3B,0200180266
紅麴海苔餅400g/3B,0205030675
蘇菜蔥餅400g/3B,0205030674
花生酥200g/3B,0205030672
輕鬆走棉洗棉褲5件/產婦XXL/3B,0307130412
綜合沙琪瑪300g/3B,0205030670
7.5雙色手套,0307000008
手扒雞手套(中衛衛生手套),0307000006
桂格脫脂高鈣 1500g/罐,0200180251
12吋腳踏車-草莓QW1250P(4B1040,0205110709
伸縮指套（小包）,0307000013
10入滅菌壓舌板,0305160056
白宮牌眼帶1入,0305160055
指套中（10入）盒,0307000015
亞培安素原味237ml/24B/(箱購135,0200180258
優兒力壯活力元氣飲900g/12B,0200180256
舒得適洗鼻鹽,0304180043
桂格完膳-糖尿病(粉)900g/3B,0200180252
品客大罐原味134g,0205030668
品客大罐洋蔥134g,0205030669
稻鴨米餅/50+5B,0205030663
網拖-(小)紅./藍.綠/12入,0307130427
排水管生物除臭劑 946cc★,0307130423
8號-雙色手套,0307000018
甘油60㏄,0305160058
針筒3ml,0305160087
3M淨顏吸油紙膜無香70張入(夏季,0407010200
三多高鈣高纖燕麥植物奶850g,0200180240
安怡(長青脫脂)高鈣1.6kg,0200180244
桂格脫脂雙認證  1500g,0200180245
亞培安素沛力6入禮盒組237ml*6購,0200180248
贈品檔-SKIN MILK臉部乳液,0603040063
雅膚兒童護眼貼10片入/包,0304180059
SB022 暗瘡針(青春棒),0407010212
舒得適洗鼻器,0305160076
旅行家彈性繃小28入,0304020042
日昇睡眠眼罩/單入,0305160073
草莓巧克力手挽杯-40g,0205030688
彩色巧克力餅乾杯-40g,0205030689
旅行家彈性繃綜合20入,0304020044
旅行家彈性繃大15入,0304020043
-千鶴薄荷棒特製單個/24缺貨預計,0304180061
倍力素粉-香澄/24B(最少3B出貨),0200180234
-亞培葡勝納SR-900/900g,0200180235
3M彈力繃12片(2.5*7.5公分)/3B,0304020047
卡卡巧克力棒25g,0205030683
克司博75%藥用酒精液500ml/24B24,0304180068
10元利歐香草夾心餅,0205030682
卡卡草莓棒25g,0205030684
SB081 短柄修眉刀(安全),0407010214
12吋腳踏車-河馬QW1250Y(4B1040),0205110722
NUBY雙耳防漏彈跳吸管杯(五色),0300030615
CSD檢診手套S有粉乳膠,0307000052
Nac標準吸管組,0300030613
Nac2.5mm超輕量玻璃奶瓶120ml,0300030612
Nac2.5mm超輕量玻璃奶瓶240ml,0300030611
3M親水性人工皮90022T 10cm*10cm,0304030186
全新(生醫)全人工皮(無框)XXL(10,0304030185
CSD檢診手套L有粉乳膠,0307000054
CSD檢診手套M有粉乳膠,0307000053
蘭韻化妝棉180片(2+1)/組,0407000231
Nac PES寬口奶瓶270ml,0300030608
Nac PES標準奶瓶270ml,0300030607
KittyPES標準奶瓶150ml K7096,0300030600
Kitty吸管組(大)K7142,0300030603
大王戲水用尿褲女-BIG*3片/12B,0302170034
【DC】身得壯幼兒酸化成長奶粉90,0200060010
全新(生醫)人工皮(無框)  XL--8x,0304030199
全新(生醫)人工皮(無框)  LL--6x,0304030198
全新(生醫)人工皮(無框)L--5x7cm,0304030197
淘爾假牙洗淨雙層錠72+6錠/3B,0306060013
雪菲兒假牙黏著劑68G(附贈潔牙 1,0306060014
日本小林假牙清潔錠108錠,0306060015
【P】保麗淨假牙黏著劑70g(含維,0306060016
黃鴨寬口葫蘆玻璃奶瓶180c,0300030639
黃鴨學習型奶瓶握把,0300030631
3M防水透氣敷料/1624PP/6片/3B,0304030160
H&B透氣紙膠(小盒)白色半吋/24B,0304030162
3M防水透氣敷料/1626PP/4片/3B,0304030161
H&B透氣紙膠(小盒)膚色半吋/24B,0304030164
H&B透氣紙膠(小盒)白色1吋/12B,0304030163
3M痘痘隱形貼-新迅速抗痘包/3B,0304030166
H&B透氣紙膠(小盒)膚色1吋/12B,0304030165
Meptin-Mini Tablets(鋁箔/膠箔,AC437001G0
保麗淨假牙黏著劑60g/12B,0306060003
保麗淨假牙清潔錠(活動假牙專用),0306060007
千鶴假牙、牙刷洗淨錠60入/2B,0306060008
